path,bytes,reason,source
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000643_phase_000642_attempt_00.npz,8842906,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000644_phase_000643_attempt_00.npz,8673386,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000645_phase_000644_attempt_00.npz,9110830,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000646_phase_000645_attempt_00.npz,8945926,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000647_phase_000646_attempt_00.npz,9214314,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000648_phase_000647_attempt_00.npz,8849126,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000649_phase_000648_attempt_00.npz,8769354,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000650_phase_000649_attempt_00.npz,8827498,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000651_phase_000650_attempt_00.npz,8753766,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000652_phase_000651_attempt_00.npz,8722282,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000653_phase_000652_attempt_00.npz,8572686,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000654_phase_000653_attempt_00.npz,8874030,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000655_phase_000654_attempt_00.npz,8770438,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000656_phase_000655_attempt_00.npz,8888614,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000657_phase_000656_attempt_00.npz,8898514,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000658_phase_000657_attempt_00.npz,9064910,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000659_phase_000658_attempt_00.npz,8732842,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000660_phase_000659_attempt_00.npz,9083854,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000661_phase_000660_attempt_00.npz,8990318,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000662_phase_000661_attempt_00.npz,8840902,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000663_phase_000662_attempt_00.npz,8944390,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000664_phase_000663_attempt_00.npz,9003594,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000665_phase_000664_attempt_00.npz,8885990,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000666_phase_000665_attempt_00.npz,8767146,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000667_phase_000666_attempt_00.npz,8852270,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000668_phase_000667_attempt_00.npz,8886314,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000669_phase_000668_attempt_00.npz,8640934,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000670_phase_000669_attempt_00.npz,8774506,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000671_phase_000670_attempt_00.npz,8883622,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000672_phase_000671_attempt_00.npz,8547730,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000673_phase_000672_attempt_00.npz,8904082,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000674_phase_000673_attempt_00.npz,8810030,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000675_phase_000674_attempt_00.npz,8736838,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000676_phase_000675_attempt_00.npz,8825486,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000677_phase_000676_attempt_00.npz,8790226,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000678_phase_000677_attempt_00.npz,8852554,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000679_phase_000678_attempt_00.npz,8710186,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000680_phase_000679_attempt_00.npz,8551310,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000681_phase_000680_attempt_00.npz,8773154,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000682_phase_000681_attempt_00.npz,8832970,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000683_phase_000682_attempt_00.npz,8637870,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000684_phase_000683_attempt_00.npz,8712018,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000685_phase_000684_attempt_00.npz,8645838,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000686_phase_000685_attempt_00.npz,8883390,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000687_phase_000686_attempt_00.npz,8556138,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000688_phase_000687_attempt_00.npz,8674642,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000689_phase_000688_attempt_00.npz,8582286,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000690_phase_000689_attempt_00.npz,8641358,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000691_phase_000690_attempt_00.npz,9053798,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000692_phase_000691_attempt_00.npz,8787210,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000693_phase_000692_attempt_00.npz,8603306,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000694_phase_000693_attempt_00.npz,8725742,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000695_phase_000694_attempt_00.npz,8826862,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000696_phase_000695_attempt_00.npz,8499234,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
